pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,order_date_clean
132,55,peppr_salami_s,1,01-01-2015,19:03:19,12.50,12.50,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza",2015-01-01
133,55,spicy_ital_l,1,01-01-2015,19:03:19,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-01
134,56,classic_dlx_m,1,01-01-2015,19:07:00,16.00,16.00,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-01
135,56,mediterraneo_l,1,01-01-2015,19:07:00,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions","The Mediterranean Pizza",2015-01-01
136,56,southw_ckn_m,1,01-01-2015,19:07:00,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza",2015-01-01
137,57,classic_dlx_m,1,01-01-2015,19:10:51,16.00,16.00,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-01
138,58,five_cheese_l,1,01-01-2015,19:30:40,18.50,18.50,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza",2015-01-01
139,58,pepperoni_m,1,01-01-2015,19:30:40,12.50,12.50,M,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-01
140,59,ital_veggie_s,1,01-01-2015,19:40:08,12.75,12.75,S,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce","The Italian Vegetables Pizza",2015-01-01
141,59,pep_msh_pep_s,1,01-01-2015,19:40:08,11.00,11.00,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015-01-01
142,59,pepperoni_l,1,01-01-2015,19:40:08,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-01
143,60,ckn_pesto_l,1,01-01-2015,20:05:16,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce","The Chicken Pesto Pizza",2015-01-01
144,60,four_cheese_m,1,01-01-2015,20:05:16,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza",2015-01-01
145,61,bbq_ckn_m,1,01-01-2015,20:08:43,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-01
146,61,ital_supr_l,1,01-01-2015,20:08:43,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza",2015-01-01
147,62,bbq_ckn_m,1,01-01-2015,20:50:16,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-01
148,62,spinach_supr_m,1,01-01-2015,20:50:16,16.50,16.50,M,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza",2015-01-01
149,63,pep_msh_pep_m,1,01-01-2015,20:51:42,14.50,14.50,M,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015-01-01
150,64,big_meat_s,1,01-01-2015,20:52:08,12.00,12.00,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-01
151,65,pep_msh_pep_s,1,01-01-2015,21:16:00,11.00,11.00,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015-01-01
152,65,sicilian_s,1,01-01-2015,21:16:00,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza",2015-01-01
153,65,spicy_ital_s,1,01-01-2015,21:16:00,12.50,12.50,S,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-01
154,65,spinach_supr_m,1,01-01-2015,21:16:00,16.50,16.50,M,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza",2015-01-01
155,66,classic_dlx_m,1,01-01-2015,21:47:55,16.00,16.00,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-01
156,66,ital_cpcllo_m,1,01-01-2015,21:47:55,16.00,16.00,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza",2015-01-01
157,67,southw_ckn_l,1,01-01-2015,22:03:40,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza",2015-01-01
158,68,classic_dlx_m,1,01-01-2015,22:07:32,16.00,16.00,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-01
159,68,ital_supr_l,1,01-01-2015,22:07:32,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza",2015-01-01
160,68,ital_supr_m,1,01-01-2015,22:07:32,16.50,16.50,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza",2015-01-01
161,69,bbq_ckn_l,1,01-01-2015,22:12:13,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-01
162,70,ital_veggie_s,1,02-01-2015,11:38:51,12.75,12.75,S,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce","The Italian Vegetables Pizza",2015-01-02
163,70,soppressata_l,1,02-01-2015,11:38:51,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic","The Soppressata Pizza",2015-01-02
164,71,thai_ckn_l,1,02-01-2015,11:40:50,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-02
165,72,spinach_fet_l,1,02-01-2015,11:57:25,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza",2015-01-02
166,73,thai_ckn_s,1,02-01-2015,11:58:56,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-02
167,74,five_cheese_l,1,02-01-2015,12:01:12,18.50,18.50,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza",2015-01-02
168,74,mexicana_l,1,02-01-2015,12:01:12,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza",2015-01-02
169,74,spin_pesto_s,1,02-01-2015,12:01:12,12.50,12.50,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","The Spinach Pesto Pizza",2015-01-02
170,74,spinach_supr_l,1,02-01-2015,12:01:12,20.75,20.75,L,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza",2015-01-02
171,75,ital_supr_s,1,02-01-2015,12:10:15,12.50,12.50,S,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza",2015-01-02
172,75,mediterraneo_l,1,02-01-2015,12:10:15,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions","The Mediterranean Pizza",2015-01-02
173,75,napolitana_l,1,02-01-2015,12:10:15,20.50,20.50,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza",2015-01-02
174,76,big_meat_s,1,02-01-2015,12:21:17,12.00,12.00,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-02
175,76,hawaiian_l,1,02-01-2015,12:21:17,16.50,16.50,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-02
176,76,ital_veggie_l,1,02-01-2015,12:21:17,21.00,21.00,L,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce","The Italian Vegetables Pizza",2015-01-02
177,76,spicy_ital_l,1,02-01-2015,12:21:17,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-02
178,77,bbq_ckn_m,1,02-01-2015,12:22:46,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-02
179,77,hawaiian_m,1,02-01-2015,12:22:46,13.25,13.25,M,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-02
180,78,big_meat_s,1,02-01-2015,12:28:14,12.00,12.00,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-02
181,78,classic_dlx_s,1,02-01-2015,12:28:14,12.00,12.00,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-02
182,78,four_cheese_l,1,02-01-2015,12:28:14,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza",2015-01-02
183,78,ital_cpcllo_m,1,02-01-2015,12:28:14,16.00,16.00,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza",2015-01-02
184,78,spicy_ital_l,3,02-01-2015,12:28:14,20.75,62.25,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-02
185,78,thai_ckn_s,1,02-01-2015,12:28:14,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-02
186,79,ital_cpcllo_l,1,02-01-2015,12:29:11,20.50,20.50,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza",2015-01-02
187,79,pep_msh_pep_s,1,02-01-2015,12:29:11,11.00,11.00,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015-01-02
188,79,thai_ckn_l,1,02-01-2015,12:29:11,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-02
189,80,pepperoni_s,1,02-01-2015,12:35:38,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-02
190,80,thai_ckn_m,1,02-01-2015,12:35:38,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-02
191,81,thai_ckn_l,1,02-01-2015,12:40:01,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-02
192,82,big_meat_s,1,02-01-2015,12:45:51,12.00,12.00,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-02
193,82,cali_ckn_m,1,02-01-2015,12:45:51,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-02
194,82,spicy_ital_l,1,02-01-2015,12:45:51,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-02
195,82,veggie_veg_m,1,02-01-2015,12:45:51,16.00,16.00,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza",2015-01-02
196,83,southw_ckn_s,1,02-01-2015,12:53:27,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza",2015-01-02
197,84,pepperoni_l,1,02-01-2015,13:13:41,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-02
198,85,classic_dlx_m,1,02-01-2015,13:34:49,16.00,16.00,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-02
199,85,classic_dlx_s,1,02-01-2015,13:34:49,12.00,12.00,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-02
200,85,ital_supr_l,1,02-01-2015,13:34:49,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza",2015-01-02
201,85,the_greek_m,1,02-01-2015,13:34:49,16.00,16.00,M,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-02
202,86,hawaiian_l,1,02-01-2015,13:40:31,16.50,16.50,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-02
203,87,ital_cpcllo_m,1,02-01-2015,14:01:02,16.00,16.00,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza",2015-01-02
204,87,mexicana_m,1,02-01-2015,14:01:02,16.00,16.00,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza",2015-01-02
205,87,spinach_supr_l,1,02-01-2015,14:01:02,20.75,20.75,L,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza",2015-01-02
206,87,spinach_supr_s,1,02-01-2015,14:01:02,12.50,12.50,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza",2015-01-02
207,88,five_cheese_l,1,02-01-2015,14:10:08,18.50,18.50,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza",2015-01-02
208,89,soppressata_l,1,02-01-2015,14:30:19,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic","The Soppressata Pizza",2015-01-02
209,89,thai_ckn_l,1,02-01-2015,14:30:19,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-02
210,90,sicilian_l,1,02-01-2015,15:08:48,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza",2015-01-02
211,90,thai_ckn_s,1,02-01-2015,15:08:48,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-02
212,91,bbq_ckn_l,2,02-01-2015,15:14:43,20.75,41.50,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-02
213,91,ckn_pesto_s,1,02-01-2015,15:14:43,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce","The Chicken Pesto Pizza",2015-01-02
214,91,pepperoni_s,1,02-01-2015,15:14:43,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-02
215,92,bbq_ckn_m,1,02-01-2015,15:17:02,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-02
216,92,ital_supr_l,1,02-01-2015,15:17:02,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza",2015-01-02
217,92,ital_supr_m,1,02-01-2015,15:17:02,16.50,16.50,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza",2015-01-02
218,92,ital_veggie_s,1,02-01-2015,15:17:02,12.75,12.75,S,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce","The Italian Vegetables Pizza",2015-01-02
219,92,pepperoni_m,1,02-01-2015,15:17:02,12.50,12.50,M,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-02
220,92,peppr_salami_m,1,02-01-2015,15:17:02,16.50,16.50,M,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza",2015-01-02
221,92,spinach_fet_s,1,02-01-2015,15:17:02,12.00,12.00,S,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza",2015-01-02
222,92,spinach_supr_s,1,02-01-2015,15:17:02,12.50,12.50,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza",2015-01-02
223,92,the_greek_m,2,02-01-2015,15:17:02,16.00,32.00,M,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-02
224,93,sicilian_m,1,02-01-2015,15:29:31,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza",2015-01-02
225,94,ital_cpcllo_m,1,02-01-2015,16:17:16,16.00,16.00,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza",2015-01-02
226,94,southw_ckn_s,1,02-01-2015,16:17:16,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza",2015-01-02
227,95,napolitana_s,1,02-01-2015,16:18:04,12.00,12.00,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza",2015-01-02
228,95,peppr_salami_l,1,02-01-2015,16:18:04,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza",2015-01-02
229,96,napolitana_s,1,02-01-2015,16:21:20,12.00,12.00,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza",2015-01-02
230,97,big_meat_s,1,02-01-2015,16:45:33,12.00,12.00,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-02
231,98,classic_dlx_l,1,02-01-2015,17:18:18,20.50,20.50,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-02
232,98,napolitana_l,1,02-01-2015,17:18:18,20.50,20.50,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza",2015-01-02
233,99,ital_supr_l,1,02-01-2015,17:45:42,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza",2015-01-02
234,100,hawaiian_l,1,02-01-2015,17:46:17,16.50,16.50,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-02
235,101,cali_ckn_l,1,02-01-2015,17:51:33,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-02
236,101,pepperoni_l,1,02-01-2015,17:51:33,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-02
237,101,soppressata_l,1,02-01-2015,17:51:33,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic","The Soppressata Pizza",2015-01-02
238,101,spicy_ital_m,1,02-01-2015,17:51:33,16.50,16.50,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-02
239,102,bbq_ckn_s,1,02-01-2015,17:54:04,12.75,12.75,S,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-02
240,102,prsc_argla_s,1,02-01-2015,17:54:04,12.50,12.50,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza",2015-01-02
241,103,spinach_supr_s,1,02-01-2015,18:02:09,12.50,12.50,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza",2015-01-02
242,104,bbq_ckn_m,1,02-01-2015,18:02:12,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-02
243,104,ckn_alfredo_m,1,02-01-2015,18:02:12,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza",2015-01-02
244,104,ital_veggie_m,1,02-01-2015,18:02:12,16.75,16.75,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce","The Italian Vegetables Pizza",2015-01-02
245,104,veggie_veg_l,1,02-01-2015,18:02:12,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza",2015-01-02
246,105,hawaiian_s,2,02-01-2015,18:12:01,10.50,21.00,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-02
247,105,pepperoni_l,1,02-01-2015,18:12:01,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-02
248,105,prsc_argla_m,1,02-01-2015,18:12:01,16.50,16.50,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza",2015-01-02
249,106,mexicana_l,1,02-01-2015,18:12:13,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza",2015-01-02
250,106,spicy_ital_l,1,02-01-2015,18:12:13,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-02
251,107,cali_ckn_l,1,02-01-2015,18:25:09,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-02
252,107,ital_supr_m,1,02-01-2015,18:25:09,16.50,16.50,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza",2015-01-02
253,107,spicy_ital_l,1,02-01-2015,18:25:09,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-02
254,107,veggie_veg_l,1,02-01-2015,18:25:09,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza",2015-01-02
255,108,classic_dlx_l,1,02-01-2015,18:25:25,20.50,20.50,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-02
256,108,hawaiian_l,1,02-01-2015,18:25:25,16.50,16.50,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-02
257,108,spinach_supr_l,1,02-01-2015,18:25:25,20.75,20.75,L,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza",2015-01-02
258,109,ital_cpcllo_l,1,02-01-2015,18:27:50,20.50,20.50,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza",2015-01-02
259,109,ital_supr_l,1,02-01-2015,18:27:50,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza",2015-01-02
260,109,pepperoni_m,1,02-01-2015,18:27:50,12.50,12.50,M,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-02
261,109,prsc_argla_l,1,02-01-2015,18:27:50,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza",2015-01-02
262,110,big_meat_s,1,02-01-2015,18:36:19,12.00,12.00,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-02
263,110,napolitana_l,1,02-01-2015,18:36:19,20.50,20.50,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza",2015-01-02
264,110,soppressata_l,1,02-01-2015,18:36:19,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic","The Soppressata Pizza",2015-01-02
265,110,spicy_ital_s,1,02-01-2015,18:36:19,12.50,12.50,S,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-02
